Name,Task,TaskCategory,EventGuid
PLM_PSM_WakeCounterChange,2408,,00000000-0000-0000-0000-000000000000
PLM_MemoryPolicy,2409,,00000000-0000-0000-0000-000000000000
PLM_TerminateApp_API,2410,,00000000-0000-0000-0000-000000000000
PLM_QuiesceHangReport,2420,,00000000-0000-0000-0000-000000000000
PLM_ActivationHangReport,2421,,00000000-0000-0000-0000-000000000000
PerfTrack_PLM_ResumeApplication_EndToEnd,2422,,00000000-0000-0000-0000-000000000000
PLM_ExecutionReason,2423,,00000000-0000-0000-0000-000000000000
PLM_JobError,2424,,00000000-0000-0000-0000-000000000000
Settings_SettingsLifetime,2630,,00000000-0000-0000-0000-000000000000
Settings_PermissionsLifetime,2633,,00000000-0000-0000-0000-000000000000
Settings_HotkeyInvoke,2666,,00000000-0000-0000-0000-000000000000
Settings_GetAppCommands,2670,,00000000-0000-0000-0000-000000000000
Settings_Launch_SettingsCommand,2678,,00000000-0000-0000-0000-000000000000
Settings_Launch_Permissions,2681,,00000000-0000-0000-0000-000000000000
Settings_Launch_RateAndReview,2684,,00000000-0000-0000-0000-000000000000
Settings_Flow_Broker_Show,2687,,00000000-0000-0000-0000-000000000000
Settings_Launch_Accounts,2691,,00000000-0000-0000-0000-000000000000
Settings_Launch_PrivacyPolicy,2693,,00000000-0000-0000-0000-000000000000
TileUI_CrossSlide,2814,,00000000-0000-0000-0000-000000000000
Tile_ImageLoad_WrongFormat,2823,,00000000-0000-0000-0000-000000000000
Tile_ImageLoad_BadSize,2824,,00000000-0000-0000-0000-000000000000
Tile_ImageLoad_BadPath,2825,,00000000-0000-0000-0000-000000000000
Tile_ImageLoad_BadProtocol,2827,,00000000-0000-0000-0000-000000000000
Tile_ImageLoad_Success,2829,,00000000-0000-0000-0000-000000000000
Tile_ImageLoad_FileName,2850,,00000000-0000-0000-0000-000000000000
TDBN_AudioFlyout_Display,2922,,00000000-0000-0000-0000-000000000000
AutoPlay_Broker_Device,3111,,00000000-0000-0000-0000-000000000000
AutoPlay_Calculate_Response_Time,3113,,00000000-0000-0000-0000-000000000000
AutoPlay_Volume_FirstConnect_ToDefaultLaunch,3151,,00000000-0000-0000-0000-000000000000
AutoPlay_Volume_NthConnect_ToUI,3152,,00000000-0000-0000-0000-000000000000
AutoPlay_Volume_NthConnect_ToDefaultLaunch,3153,,00000000-0000-0000-0000-000000000000
AutoPlay_Device_FirstConnect_ToUI,3154,,00000000-0000-0000-0000-000000000000
AutoPlay_Device_FirstConnect_ToDefaultLaunch,3155,,00000000-0000-0000-0000-000000000000
AutoPlay_Device_NthConnect_ToUI,3156,,00000000-0000-0000-0000-000000000000
AutoPlay_Device_NthConnect_ToDefaultLaunch,3157,,00000000-0000-0000-0000-000000000000
AssociationLaunch_FileLaunch_UnsupportedFileExtension,4015,,00000000-0000-0000-0000-000000000000
AssociationLaunch_FileLaunch_MissingFileExtension,4016,,00000000-0000-0000-0000-000000000000
AssociationLaunch_FileLaunch_DesktopAppsDisabled,4017,,00000000-0000-0000-0000-000000000000
AssociationLaunch_UriLaunch_UnsupportedScheme,4018,,00000000-0000-0000-0000-000000000000
AssociationLaunch_UriLaunch_DesktopAppsDisabled,4019,,00000000-0000-0000-0000-000000000000
AssociationLaunch_UriLaunch_UnsupportedFileExtension,4020,,00000000-0000-0000-0000-000000000000
AssociationLaunch_UriLaunch_MissingFileExtension,4021,,00000000-0000-0000-0000-000000000000
AssociationLaunch_UriLaunch_LocalZoneBlocked,4022,,00000000-0000-0000-0000-000000000000
AssociationLaunch_UriLaunch_MissingIntranetCapability,4023,,00000000-0000-0000-0000-000000000000
AssociationLaunch_UriLaunch_UntrustedFileBlocked,4024,,00000000-0000-0000-0000-000000000000
ImmersiveMonitorHandleDisplayChange,4312,,00000000-0000-0000-0000-000000000000
ImmersiveMonitorConnectObject,4316,,00000000-0000-0000-0000-000000000000
ImmersiveMonitorReconcileMonitors,4318,,00000000-0000-0000-0000-000000000000
ImmersiveMonitorCreatePerMonitorComponents,4325,,00000000-0000-0000-0000-000000000000
ImmersiveMonitorDestroyPerMonitorComponents,4326,,00000000-0000-0000-0000-000000000000
Tiles_Cache_Data_CRC_Failure,4668,,00000000-0000-0000-0000-000000000000
Tiles_Cache_Entry_CRC_Failure,4669,,00000000-0000-0000-0000-000000000000
Tiles_Cache_Remap_Failed,4677,,00000000-0000-0000-0000-000000000000
PerfTrack_AppActivation_Activate,5901,,00000000-0000-0000-0000-000000000000
AppActivation_ActivateApplicationForContract,5903,,00000000-0000-0000-0000-000000000000
AppActivation_ActivateApplicationForContractByAppID,5905,,00000000-0000-0000-0000-000000000000
AppActivation_ActivateExtensionForContract,5907,,00000000-0000-0000-0000-000000000000
AppActivation_UnresponsiveApplicationCheck,5909,,00000000-0000-0000-0000-000000000000
AppActivation_MinimumResolutionCheck,5911,,00000000-0000-0000-0000-000000000000
AppActivation_CompositionEnabledCheck,5913,,00000000-0000-0000-0000-000000000000
AppActivation_RPCTimeoutSet,5915,,00000000-0000-0000-0000-000000000000
AppActivation_SplashScreenFactoried,5917,,00000000-0000-0000-0000-000000000000
AppActivation_PackageActivationSettings,5919,,00000000-0000-0000-0000-000000000000
AppActivation_ErrorDialogDisplayed,5921,,00000000-0000-0000-0000-000000000000
AppActivation_ErrorDialogDismissed,5922,,00000000-0000-0000-0000-000000000000
AppActivation_RPCTimeout,5924,,00000000-0000-0000-0000-000000000000
AppActivation_RPCTimeout_Wait,5927,,00000000-0000-0000-0000-000000000000
AppActivation_ActivateApplicationForComponentUIByAUMID,5929,,00000000-0000-0000-0000-000000000000
AppActivation_Log_Success,5950,,00000000-0000-0000-0000-000000000000
AppActivation_Log_NotRegistered,5951,,00000000-0000-0000-0000-000000000000
AppActivation_Log_MultipleExtensions,5952,,00000000-0000-0000-0000-000000000000
AppActivation_Log_MultiplePackages,5953,,00000000-0000-0000-0000-000000000000
AppActivation_Log_UACDisabled,5954,,00000000-0000-0000-0000-000000000000
AppActivation_Log_FullAdmin,5955,,00000000-0000-0000-0000-000000000000
AppActivation_Log_Elevated,5956,,00000000-0000-0000-0000-000000000000
AppActivation_Log_DWMDisabled,5958,,00000000-0000-0000-0000-000000000000
AppActivation_Log_TimedOut,5959,,00000000-0000-0000-0000-000000000000
AppActivation_Log_Remediation,5960,,00000000-0000-0000-0000-000000000000
AppActivation_Log_GenericFailure,5961,,00000000-0000-0000-0000-000000000000
AppActivation_Log_DisabledByPolicy,5963,,00000000-0000-0000-0000-000000000000
AppActivation_Log_AppManagerNotRunning,5964,,00000000-0000-0000-0000-000000000000
AppActivation_AppSpinupStep,5965,,00000000-0000-0000-0000-000000000000
AppActivation_Log_RemediationBinaryInformation,5970,,00000000-0000-0000-0000-000000000000
AppActivation_GlobalAppLog_FailedActivation,5973,,00000000-0000-0000-0000-000000000000
AppActivation_Log_TemporaryLicenseError,5974,,00000000-0000-0000-0000-000000000000
AppActivation_Log_PackageUpdating,5975,,00000000-0000-0000-0000-000000000000
AppActivation_Log_LicenseExpired,5976,,00000000-0000-0000-0000-000000000000
PerfTrack_ModernApp_LaunchVisibleComplete,5977,,00000000-0000-0000-0000-000000000000
PerfTrack_ModernApp_LaunchResponsive,5978,,00000000-0000-0000-0000-000000000000
PerfTrack_ModernApp_ResumeVisibleComplete,5979,,00000000-0000-0000-0000-000000000000
PerfTrack_ModernApp_ResumeResponsive,5980,,00000000-0000-0000-0000-000000000000
PerfTrack_ModernApp_ResizeVisibleComplete,5981,,00000000-0000-0000-0000-000000000000
PerfTrack_ModernApp_ResizeResponsive,5982,,00000000-0000-0000-0000-000000000000
AccessibilityDocking_GetAvailableSize,6200,,00000000-0000-0000-0000-000000000000
AccessibilityDocking_QueryWorkArea,6204,,00000000-0000-0000-0000-000000000000
SplashScreen_ImageLoad,6252,,00000000-0000-0000-0000-000000000000
SplashScreen_Activation,6256,,00000000-0000-0000-0000-000000000000
AppList_PopulateElementWithExtensionTiles,6400,,00000000-0000-0000-0000-000000000000
AppList_CreateExtensionList,6402,,00000000-0000-0000-0000-000000000000
AppList_GetFilteredAndSortedExtensionList,6404,,00000000-0000-0000-0000-000000000000
AppList_PinItem,6406,,00000000-0000-0000-0000-000000000000
AppList_UnpinItem,6408,,00000000-0000-0000-0000-000000000000
AppList_HideItem,6410,,00000000-0000-0000-0000-000000000000
AppList_UnhideItem,6412,,00000000-0000-0000-0000-000000000000
WPNSettings_PermissionsUI,6500,,00000000-0000-0000-0000-000000000000
ConnectCharm_Print,6600,,00000000-0000-0000-0000-000000000000
ConnectCharm_PrintTargetsEnum,6605,,00000000-0000-0000-0000-000000000000
ConnectCharm_Play,6610,,00000000-0000-0000-0000-000000000000
ConnectCharm_PlayTargetsEnum,6615,,00000000-0000-0000-0000-000000000000
ConnectCharm_Project,6620,,00000000-0000-0000-0000-000000000000
ConnectCharm_ProximitySendDisplayUi,6630,,00000000-0000-0000-0000-000000000000
ConnectCharm_ProximitySendSupportCheck,6635,,00000000-0000-0000-0000-000000000000
ConnectCharm_DisplayUI,6640,,00000000-0000-0000-0000-000000000000
ConnectCharm_DisplayHierarchyUI,6641,,00000000-0000-0000-0000-000000000000
ConnectCharm_PrintSourceEvaluate,6643,,00000000-0000-0000-0000-000000000000
ConnectCharm_PlaytoSourceEvaluate,6646,,00000000-0000-0000-0000-000000000000
ConnectCharm_DisplayUI_EndToEnd,6649,,00000000-0000-0000-0000-000000000000
DevicesCharm_PrintTaskRequestTimedOut,6690,,00000000-0000-0000-0000-000000000000
DevicesCharm_PlaySourceRequestTimedOut,6691,,00000000-0000-0000-0000-000000000000
SecondaryTile_FlyoutDisplayed,6714,,00000000-0000-0000-0000-000000000000
SecondaryTile_FlyoutReadyToDisplay,6716,,00000000-0000-0000-0000-000000000000
SecondaryTile_FlyoutPreviewResult,6718,,00000000-0000-0000-0000-000000000000
ImmersiveOpenWithUI_CreateAndShow,6720,,00000000-0000-0000-0000-000000000000
ImmersiveOpenWithUI_Mode,6722,,00000000-0000-0000-0000-000000000000
ImmersiveOpenWithUI_InvokeApp,6723,,00000000-0000-0000-0000-000000000000
LockScreen_AddInvoked,6820,,00000000-0000-0000-0000-000000000000
LockScreen_AddOperation,6821,,00000000-0000-0000-0000-000000000000
LockScreen_AddDialogDisplayed,6822,,00000000-0000-0000-0000-000000000000
LockScreen_AddContentionFlyoutDisplayed,6823,,00000000-0000-0000-0000-000000000000
LockScreen_AddReturnedCachedValue,6824,,00000000-0000-0000-0000-000000000000
SecondaryTile_FlyoutShowing,6840,,00000000-0000-0000-0000-000000000000
SecondaryTile_FlyoutFlipViewButtonPress,6844,,00000000-0000-0000-0000-000000000000
SecondaryTileQuota_CheckQuotaUsage,6850,,00000000-0000-0000-0000-000000000000
SecondaryTileQuota_EnforceQuota,6852,,00000000-0000-0000-0000-000000000000
SecondaryTileQuota_CleanupOrphanFiles,6855,,00000000-0000-0000-0000-000000000000
LockscreenApplications_LoadPopup,7130,,00000000-0000-0000-0000-000000000000
ConnectedSearch_Settings_SafeSearch,7150,,00000000-0000-0000-0000-000000000000
ConnectedSearch_Settings_LocationAwareness,7151,,00000000-0000-0000-0000-000000000000
ConnectedSearch_Settings_UseConnectedSearch,7152,,00000000-0000-0000-0000-000000000000
ConnectedSearch_Settings_DeleteOnlineHistory,7153,,00000000-0000-0000-0000-000000000000
ConnectedSearch_Settings_DeleteLocalHistory,7154,,00000000-0000-0000-0000-000000000000
ConnectedSearch_Settings_MeteredConnection,7155,,00000000-0000-0000-0000-000000000000
ConnectedSearch_Settings_ShareHistory,7156,,00000000-0000-0000-0000-000000000000
ConnectedSearch_BadSignature,7157,,00000000-0000-0000-0000-000000000000
ConnectedSearch_BadCertificate,7158,,00000000-0000-0000-0000-000000000000
ConnectedSearch_ResourceMissing,7159,,00000000-0000-0000-0000-000000000000
ConnectedSearch_DeletingInvalidTemplate,7160,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LoadTemplate,7161,,00000000-0000-0000-0000-000000000000
ConnectedSearch_BlockingTemplateDownload,7162,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogPerfTemplateRequest,7163,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogPerfImagesLoading,7164,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogPrefetchImagesComplete,7165,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogPerfColdStart,7166,,00000000-0000-0000-0000-000000000000
ConnectedSearch_SetTracingData,7167,,00000000-0000-0000-0000-000000000000
Perftrack_ConnectedSearch_PageLoadWithImages,7169,,00000000-0000-0000-0000-000000000000
ConnectedSearch_SetScope,7170,,00000000-0000-0000-0000-000000000000
ConnectedSearch_ServiceLoad,7200,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogWebClick,7204,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogWebClickBG,7205,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogLocalClick,7206,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogLocalClickBG,7207,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogClickPayload,7208,,00000000-0000-0000-0000-000000000000
ConnectedSearch_UploadEventEnqueued,7209,,00000000-0000-0000-0000-000000000000
ConnectedSearch_UploadEventDequeued,7210,,00000000-0000-0000-0000-000000000000
ConnectedSearch_InstrumentationUpload,7211,,00000000-0000-0000-0000-000000000000
ConnectedSearch_ConnectionEstablished,7212,,00000000-0000-0000-0000-000000000000
ConnectedSearch_SentUploadRequest,7213,,00000000-0000-0000-0000-000000000000
ConnectedSearch_Authentication,7214,,00000000-0000-0000-0000-000000000000
ConnectedSearch_AuthenticationSuccess,7215,,00000000-0000-0000-0000-000000000000
ConnectedSearch_AuthenticationFailure,7216,,00000000-0000-0000-0000-000000000000
ConnectedSearch_AuthenticationGettingTokenFailure,7218,,00000000-0000-0000-0000-000000000000
ConnectedSearch_HTTPRequestFailure,7219,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogScroll,7220,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogScrollBG,7221,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogScrollPayload,7222,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogWebLayout,7223,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogWebLayoutBG,7224,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogLocalLayout,7225,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogLocalLayoutBG,7226,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogLayoutPayload,7227,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogAppVisibility,7228,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogAppVisibilityBG,7229,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogAppResize,7230,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogAppResizeBG,7231,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogAppResizePayload,7232,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogAppVisibilityPayload,7233,,00000000-0000-0000-0000-000000000000
ConnectedSearch_Unauthentication,7234,,00000000-0000-0000-0000-000000000000
ConnectedSearch_UnauthenticationFailure,7236,,00000000-0000-0000-0000-000000000000
ConnectedSearch_UnauthenticationSuccessAllCookiesCleared,7237,,00000000-0000-0000-0000-000000000000
ConnectedSearch_DirectQueryInst,7238,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogSuggestion,7239,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogSuggestionBG,7240,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogParsingErrorBG,7241,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogHttpError,7242,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogHttpErrorBG,7243,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogHttpErrorPayload,7244,,00000000-0000-0000-0000-000000000000
ConnectedSearch_RetryTimerScheduled,7245,,00000000-0000-0000-0000-000000000000
ConnectedSearch_RetryTimerCallback,7246,,00000000-0000-0000-0000-000000000000
ConnectedSearch_ErrorInstDroppedRetry,7247,,00000000-0000-0000-0000-000000000000
ConnectedSearch_ErrorInstDroppedOverflow,7248,,00000000-0000-0000-0000-000000000000
ConnectedSearch_AttributionVisibility,7249,,00000000-0000-0000-0000-000000000000
ConnectedSearch_AttributionVisibilityBG,7250,,00000000-0000-0000-0000-000000000000
ConnectedSearch_AppBarClick,7251,,00000000-0000-0000-0000-000000000000
ConnectedSearch_AppBarClickBG,7252,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LocalSuggestionPayload,7253,,00000000-0000-0000-0000-000000000000
ConnectedSearch_PerfPayload,7254,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogDetailArrowVisibilityPayload,7255,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogAttributionVisibilityPayload,7256,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogAppBarClickPayload,7257,,00000000-0000-0000-0000-000000000000
ConnectedSearch_DetailsViewVisibility,7258,,00000000-0000-0000-0000-000000000000
ConnectedSearch_DetailsViewVisibilityBG,7259,,00000000-0000-0000-0000-000000000000
ConnectedSearch_UploadPerfPing,7260,,00000000-0000-0000-0000-000000000000
ConnectedSearch_UploadPerfPingBG,7261,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogRequestStart,7262,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogResponseReceived,7263,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogRequestSent,7264,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogRenderComplete,7265,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogImagesComplete,7266,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogPerfAbandoned,7267,,00000000-0000-0000-0000-000000000000
ConnectedSearch_TemplateWrittenToDisk,7268,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogTemplateFallbackPayload,7269,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogTemplateFallbackBG,7270,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogTemplateErrorBG,7271,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogTemplateRequestInfoPayload,7272,,00000000-0000-0000-0000-000000000000
ConnectedSearch_DetailArrowClickBG,7282,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogAttributionClick,7283,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogAttributionClickBG,7284,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogDetailArrowClickPayload,7285,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogAttributionClickPayload,7286,,00000000-0000-0000-0000-000000000000
ConnectedSearch_TemplateDownloadEvent,7287,,00000000-0000-0000-0000-000000000000
ConnectedSearch_DetailArrowClick,7288,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogParsingErrorEvent,7289,,00000000-0000-0000-0000-000000000000
ConnectedSearch_SetActiveImpression,7290,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogTemplateError,7291,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogTemplateFallback,7292,,00000000-0000-0000-0000-000000000000
ConnectedSearch_ImageDownloaderPreFetchTask,7293,,00000000-0000-0000-0000-000000000000
ConnectedSearch_ImageDownloaderDeferredPreFetchTask,7294,,00000000-0000-0000-0000-000000000000
ConnectedSearch_ImageDownloaderDownloadUrl,7295,,00000000-0000-0000-0000-000000000000
Perftrack_ConnectedSearch_ImageDownload,7296,,00000000-0000-0000-0000-000000000000
ConnectedSearch_DomainRedirection,7297,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogTemplateRequestInfo,7298,,00000000-0000-0000-0000-000000000000
ConnectedSearch_LogTemplateRequestInfoBG,7299,,00000000-0000-0000-0000-000000000000
WallpaperBackground_SceneInitialization,7380,,00000000-0000-0000-0000-000000000000
AppointmentActions_ExecuteAction,8024,,00000000-0000-0000-0000-000000000000
AppointmentActions_ReplaceAppointment,8026,,00000000-0000-0000-0000-000000000000
BackStackMusicPlay_Invoke_MusicSuggestion,8204,,00000000-0000-0000-0000-000000000000
BackStackMusicPlay_Mark_Interactive,8206,,00000000-0000-0000-0000-000000000000
BackStackMusicPlay_Show_MTC_UI,8208,,00000000-0000-0000-0000-000000000000
BackStackMusicPlay_Proffer_Data_Source_Service,8210,,00000000-0000-0000-0000-000000000000
BackStackMusicPlay_Revoke_Data_Source_Service,8212,,00000000-0000-0000-0000-000000000000
BackStackMusicPlay_Activate_App,8214,,00000000-0000-0000-0000-000000000000
BackStackMusicPlay_Playback_Session_Changed,8217,,00000000-0000-0000-0000-000000000000
BackStackMusicPlay_Playback_Started,8219,,00000000-0000-0000-0000-000000000000
BackStackMusicPlay_Mark_NonInteractive,8221,,00000000-0000-0000-0000-000000000000
TWinUICreateInstance_SxS,9950,,00000000-0000-0000-0000-000000000000
DllGetClassObject_SxS,9951,,00000000-0000-0000-0000-000000000000
Accounts_LoadAppWidgets,11201,,00000000-0000-0000-0000-000000000000
Accounts_Launch_ProviderCommand,11204,,00000000-0000-0000-0000-000000000000
Accounts_Launch_AccountCommand,11206,,00000000-0000-0000-0000-000000000000
Accounts_Launch_CredentialCommand,11208,,00000000-0000-0000-0000-000000000000
Accounts_Launch_Command,11210,,00000000-0000-0000-0000-000000000000
Accounts_GetProviderCommands,11212,,00000000-0000-0000-0000-000000000000
Accounts_GetAccountCommands,11213,,00000000-0000-0000-0000-000000000000
Accounts_GetCredentialCommands,11214,,00000000-0000-0000-0000-000000000000
Accounts_GetCommands,11215,,00000000-0000-0000-0000-000000000000
LockScreenCallBroker_StartCall,11301,,00000000-0000-0000-0000-000000000000
LockScreenCallBroker_EndCall,11303,,00000000-0000-0000-0000-000000000000
LockScreenCallBroker_AppLaunched,11305,,00000000-0000-0000-0000-000000000000
LockScreenCallBroker_VisualsChanged,11306,,00000000-0000-0000-0000-000000000000
LockScreenCallBroker_CallTitleChanged,11307,,00000000-0000-0000-0000-000000000000
CoreApplicationPsmDoStateChange,2041,,00000000-0000-0000-0000-000000000000
CoreApplicationQuiescePsmBlockUnblockASTA,2042,,00000000-0000-0000-0000-000000000000
CoreApplicationQuiesceWaitForAppResume,2044,,00000000-0000-0000-0000-000000000000
CoreApplicationViewInitializationProcessAndThread,2045,,00000000-0000-0000-0000-000000000000
CoreApplicationSuspendingDeferral,2046,,00000000-0000-0000-0000-000000000000
CoreApplicationEnteredBackground,2047,,00000000-0000-0000-0000-000000000000
CoreApplicationLeavingBackground,2048,,00000000-0000-0000-0000-000000000000
CoreApplicationEnteredBackgroundDispatch,2049,,00000000-0000-0000-0000-000000000000
CoreApplicationLeavingBackgroundDispatch,2050,,00000000-0000-0000-0000-000000000000
CoreApplicationInvalidEventInProgress,2051,,00000000-0000-0000-0000-000000000000
ImmersiveSettingsPane_QueryCommands,2107,,00000000-0000-0000-0000-000000000000
ImmersiveSettingsPane_CommandsRequestedEventHandler,2113,,00000000-0000-0000-0000-000000000000
SearchPane_API_GetForCurrentView,6000,,00000000-0000-0000-0000-000000000000
CommitVidPn,600,,00000000-0000-0000-0000-000000000000
GenericDeviceAction,819,,00000000-0000-0000-0000-000000000000
AssignResources,850,,00000000-0000-0000-0000-000000000000
Rebalance,852,,00000000-0000-0000-0000-000000000000
SwDevice_LifetimeChange,1130,,00000000-0000-0000-0000-000000000000
SwDevice_RegisterInterface,1140,,00000000-0000-0000-0000-000000000000
SwDevice_SetInterfaceState,1143,,00000000-0000-0000-0000-000000000000
SwDevice_SetDeviceProperty,1150,,00000000-0000-0000-0000-000000000000
SwDevice_SetInterfaceProperty,1160,,00000000-0000-0000-0000-000000000000
SwDevice_IrpClose,1170,,00000000-0000-0000-0000-000000000000
SwDevice_KernelClose,1172,,00000000-0000-0000-0000-000000000000
SwDevice_CloseDescendants,1174,,00000000-0000-0000-0000-000000000000
SwDevice_CloseDevice,1175,,00000000-0000-0000-0000-000000000000
SwDevice_ProcessRemove,1176,,00000000-0000-0000-0000-000000000000
SwDevice_ProcessParentRemove,1177,,00000000-0000-0000-0000-000000000000
SwDevice_GetChildPdo,1190,,00000000-0000-0000-0000-000000000000
ConsentUI_GetUserDesktopSnapshot,15001,,00000000-0000-0000-0000-000000000000
ConsentUI_WindowThread,15002,,00000000-0000-0000-0000-000000000000
ConsentUI_SwitchDesktop,15003,,00000000-0000-0000-0000-000000000000
ConsentUI_ReturnUserDesktop,15004,,00000000-0000-0000-0000-000000000000
ConsentUI_CheckActiveDesktop,15005,,00000000-0000-0000-0000-000000000000
ConsentUI_Experience,15006,,00000000-0000-0000-0000-000000000000
ConsentUI_LEASVC,15007,,00000000-0000-0000-0000-000000000000
ConsentUI_AMScan,15008,,00000000-0000-0000-0000-000000000000
AppInfo_PerfTrack_ElevationPath,16000,,00000000-0000-0000-0000-000000000000
Route-Serialize,5023,,00000000-0000-0000-0000-000000000000
Route-Deserialize,5024,,00000000-0000-0000-0000-000000000000
JupiterMapOverlay,11104,,00000000-0000-0000-0000-000000000000
NoOutstandingMapControls,11105,,00000000-0000-0000-0000-000000000000
Map-Authentication,13001,,00000000-0000-0000-0000-000000000000
Map-Finder,14001,,00000000-0000-0000-0000-000000000000
AVTransport,610,AVTransport,00000000-0000-0000-0000-000000000000
MDEServer_Lifetime,620,Media Delivery Engine - lifetime,00000000-0000-0000-0000-000000000000
MDEServer_GetSourceMetadata,622,Media Delivery Engine - get the source metadata,00000000-0000-0000-0000-000000000000
Network_Client_Play,360,Network Client Play,00000000-0000-0000-0000-000000000000
Network_Source_Disconnect,372,Network Source Disconnect,00000000-0000-0000-0000-000000000000
Network_Source_Begin_Reconnect,373,Network Source Begin Reconnect,00000000-0000-0000-0000-000000000000
Network_Source_End_Reconnect,374,Network Source End Reconnect,00000000-0000-0000-0000-000000000000
Network_Source_Announce,375,Network Source Announce,00000000-0000-0000-0000-000000000000
Network_Source_EOS,376,Network Source EOS,00000000-0000-0000-0000-000000000000
Network_Source_Stream_Switch,377,Network Source Stream Switch,00000000-0000-0000-0000-000000000000
Network_Source_Buffering_Stop,379,Network Source Buffering Stop,00000000-0000-0000-0000-000000000000
WMPPlayback_Error_Queue,549,WMPPlayback Error Queue,00000000-0000-0000-0000-000000000000
PEAuth_Comm_Acquire_Session_Key,550,PEAuth Comm Acquire Session Key,00000000-0000-0000-0000-000000000000
Capture_Source_Ready_Queue_Empty,572,Capture Source Ready Queue Empty,00000000-0000-0000-0000-000000000000
MediaProc_Dynamic_Transform_Insertion,587,MediaProc: Dynamic Transform Insertion,00000000-0000-0000-0000-000000000000
Mem2DAlloc_Create,589,2D: Create,00000000-0000-0000-0000-000000000000
Mem2DAlloc_Buffer,590,2D: Allocate buffer,00000000-0000-0000-0000-000000000000
Mem2DAlloc_Copy,591,2D: Copy,00000000-0000-0000-0000-000000000000
Property_Handler_ThumbnailGeneration,592,Property Handler Thumbnail Generation,00000000-0000-0000-0000-000000000000
Property_Handler_ThumbnailGeneration_BestFrame,593,Property Handler Thumbnail Generation Best Frame,00000000-0000-0000-0000-000000000000
MFMediaSource_Sample_Received_Task,594,MFMediaSource sample received,00000000-0000-0000-0000-000000000000
Audio_Low_Latency,596,Audio Low Latency,00000000-0000-0000-0000-000000000000
DXGI_Map,597,DXGI Map Surface,00000000-0000-0000-0000-000000000000
CopyImage,598,MFCopyImage,00000000-0000-0000-0000-000000000000
MediaProc_SinkTriggered_Format_Change,599,MediaProc: Sink-triggered format change,00000000-0000-0000-0000-000000000000
DXGIBuffer,612,DXGIBuffer,00000000-0000-0000-0000-000000000000
Attributes_CopyAllItems,614,Attributes_CopyAllItems,00000000-0000-0000-0000-000000000000
QM_AdviseClientsOnBranch,651,QM_AdviseClientsOnBranch,00000000-0000-0000-0000-000000000000
