Name,Task,TaskCategory,EventGuid
Mshtml_CTouchHelper_HandleTouchMessage,200,,8e42678c-3bb8-472d-b5fb-363fcd66d7a7
Mshtml_MediaElement_Zoom,214,,665e7732-cc54-418d-be15-6f5dfe838d3e
Mshtml_MediaElement_PlayTo_Connect,215,,3becbe8d-188c-4098-9505-bd6918eee814
Mshtml_MediaElement_PlayTo_Disconnect,216,,55eee259-4dd3-4f5b-9a4f-33177cf34ee3
Mshtml_Composition_Destination_PreRender,228,,dd713edd-41aa-4251-a9dc-c92f5313209a
Mshtml_Composition_Destination_RenderLayer,229,,d71c5767-414c-4893-90d1-4d6981ccf832
Mshtml_Composition_Create_Layer,230,,7b9946d4-a120-4093-8824-f1fb88b429eb
Mshtml_Composition_Destroy_Layer_Group,231,,78efec6e-413d-4984-af34-2240750de800
Mshtml_Composition_Destroy_All_Layers,232,,7cf42d8a-e0f4-4d93-9bfe-d1b24c04e31f
Mshtml_Composition_Update_Implicit_Layers,233,,d4ac2a80-5416-461e-bc23-8db87fe97819
Mshtml_Composition_Layer_Invalidate,234,,f9a07233-865c-459d-9e23-da34d6953c49
Mshtml_CTouchHelper_DispatchGestureEvent,235,,4b061cde-2055-4882-b03f-65bd626278ac
Mshtml_Animations_Animating,236,,fda18f5e-312b-4863-bcde-c0facd26339b
Mshtml_Animations_Transitioning,237,,f997e9ea-afc6-467a-84ce-30fe84df59d7
Mshtml_HTMLSpell_Notify,238,,c430e1b9-2000-4678-90ca-4e93c049fce4
Mshtml_HTMLSpell_CreateSpeller,239,,556e5bad-5165-432b-8b27-30f042357285
Mshtml_SetTimeout_Url,247,,5e24c505-56ad-4749-9f4a-edf91dc76849
Mshtml_FormsTimer_Set,248,,9a7ce4a2-f6dc-4757-9139-aac4b02e6216
Mshtml_FormsTimer_Reset,249,,15da02b0-0159-4422-93c7-762d7476eacb
Mshtml_HTMLSpell_ShowContextMenu,256,,4a95ed8a-f82e-4554-b034-213ddf72b420
Mshtml_HTMLSpell_ContextMenuInvoke,257,,96f2f85c-6e14-4862-8b3a-2bf06f214aeb
Mshtml_Composition_Scrollbar_Paint,259,,f72a08b8-95f4-4658-b37c-bfbb9258d478
Mshtml_UrlAction_ActiveX_Immersive_Incompatible,261,,c46f1b3b-cf7c-4fec-baa7-d1e60b6b1e40
Mshtml_MediaElement_FrameStep,262,,3ad7959f-5c18-4c0c-8b70-29e60952a045
Mshtml_IndependentAnimation_Start,263,,5445fbd1-238f-40cd-8c85-fe9e1ab3c274
Mshtml_IndependentAnimation_Stop,264,,030450c7-a682-487a-a26b-e9459855e207
Mshtml_IndependentAnimation_Candidacy_Failure,265,,dee736af-806b-4688-b1ce-26f67566ad03
Mshtml_Composition_Layer_PaintRect,266,,b69d6ce0-6aba-4b78-b9b0-84bb651d5583
Mshtml_PredictedView_Update,267,,16830896-b738-4949-afbd-c72fbd6893c1
Mshtml_MediaElement_EndOfMedia,268,,d03d4d09-23c4-46ec-bf37-6eb4ab00a39a
Mshtml_CActiveScriptHolder_Construct,269,,764f6f6d-b0b4-4e50-843f-95a4e8c88ed8
Mshtml_CJScript9Holder_TypeSystem_Init,271,,f388b273-67ae-4ac2-a3ec-02fbdd377a07
Mshtml_CScriptCollection_WebOC_FirstScriptExecutionEvent,272,,1963414c-2511-4044-9365-0cc442aaf679
Mshtml_CScriptCollection_DevToolbar_FirstScriptExecutionEvent,273,,de361bd5-a10a-4198-aa54-d08279021d1d
Mshtml_CActiveScriptHolder_WebPlatform_NewScriptEngineEvent,274,,52450625-ceb9-4932-b232-eb6767206665
Mshtml_CView_HitTest_InActiveView,275,,f9a039cd-45a8-4113-90a9-d7adede6032d
Mshtml_CView_HitTest_MessageContext,276,,f4412585-b9ca-4567-94ae-98e8771135be
Mshtml_CView_ExecuteInvalidationTasks,277,,cf348711-cbac-459d-a92e-c0c18e92e42f
Mshtml_DisplayTreeOpen,278,,c5a20404-45ee-4b4f-a5dc-e9e8476bc127
Mshtml_CDirectManipulationHandler_TouchHandler_Configuration,279,,7592a1f3-172c-4944-8370-67b294fb9069
Mshtml_IndependentHitTestInfo,282,,6f07ea89-81da-4a5c-a4ec-71379c1e8fa5
Mshtml_CElement_GetTooltipText,283,,d79c580a-88c5-4d3b-a03a-8027a67e5a6a
Mshtml_Composition_Create_ImplicitLayer,294,,40d86025-46c6-4c81-8b11-15f8356df21f
Mshtml_Composition_Max_ImplicitLayers_Exceeded,295,,6b7cd4b7-c1ae-488a-add3-a85cc974e482
Mshtml_HoverDeferral_Undeferred,296,,4b23d696-6b92-4ff2-8d9c-0d7c6a4861ee
Mshtml_Composition_Create_SBLayer,297,,06c30dab-bb04-4f54-9500-5bea18cb6283
Mshtml_Composition_Create_SBLayer_Surface,298,,1cbea198-a383-453d-9d4f-3ff638078db3
Mshtml_Composition_Destroy_SBLayer,299,,58a431f1-29d4-421e-be20-58513bc67430
Mshtml_Composition_Trim_SBLayer,300,,b9fc9260-d9d1-4747-aaf1-c2551cf9e860
Mshtml_MediaElement_FullScreen,314,,0b8c102f-2205-4e24-9ab9-89f964904a86
Mshtml_Animations_Timer,315,,b6ae3cf4-c3df-4349-a23f-39512a6850e4
Mshtml_Animations_Instance,316,,e11fa254-ea06-4d55-ad1a-45fa9702b4ff
Mshtml_Canvas_Operation,317,,00000000-0000-0000-0000-000000000000
Mshtml_EventDebug_DOM_Event_Dispatch,318,,a6c0f5cb-f6ee-468d-9119-3a77fd9b2fb8
Mshtml_EventDebug_DOM_Event_Invoke_Callback,319,,cf5cb6a1-fc12-433e-bfc1-1193579a8b6c
Mshtml_EventDebug_Timer_Invoke_Callback,320,,67740b38-321f-4787-941d-5a7d6ddd652c
Mshtml_DynamicDependencyTracker,321,,a9444c1e-c14f-4e76-bd99-71e79964c5ae
Mshtml_DMTouchTarget_SetContentRect,322,,2abda02d-8499-4258-83af-2ba425440138
Mshtml_DMTouchTarget_UpdateContentRectForBusyState,323,,acf6fb0f-3bc0-44ee-bf80-4649ca45bc69
Mshtml_DispNode_Description,324,,4065c791-41ea-4212-9c68-1039f19a5ac0
Mshtml_Prefetching,325,,2bc92422-ad54-473c-9ab3-c8591dfddc1d
Mshtml_Prerendering,326,,7e1fdc61-f83b-4290-aef8-a102de1c22c0
Mshtml_Composition_IR_Enabled,327,,ad481ead-7bd7-4dd7-bb50-b60f21482372
Mshtml_Composition_IR_Disabled,328,,8d8346c1-646b-4c74-8c50-a970c65a6a2f
WPGeneralTracing,329,,da65d47d-01cb-44f9-a6eb-a5c2f0d0a94b
Mshtml_Scheduler_API,330,,b9b61822-e097-457f-ae3c-ff5b5ad3e158
Mshtml_RenderTask_Queued,331,,b6a6ec88-fd65-4684-92c6-9ce49830b7ab
Mshtml_RenderTask_Processing,332,,1fb1b0d5-dcfe-4b0c-9ab5-6d7922acfe75
Mshtml_RenderTask_RenderThreadStateUpdate,333,,19b49b8a-347a-4d0e-b14a-6c6f1b79694e
Mshtml_FormatDetection,334,,51414f52-2c8c-4027-9161-36ab6eb24039
Mshtml_FormatDetection_LanguageChange,335,,ee1bb2fe-0aef-45b3-8900-85561ad629bd
Mshtml_FormatDetection_EntityFound,336,,22964ace-b0c8-4f68-8f56-d44d62fd1ec7
Mshtml_View_LinkHighlightShow,337,,56363e94-6943-4891-97e5-2a46914491e0
Mshtml_View_LinkHighlightHide,338,,a41b638b-2fe0-4703-b6a9-b5170b73d519
Mshtml_View_LinkHighlightStartFromNormalEvent,340,,351dbcea-921e-4bc5-a833-67d568c8efae
Mshtml_View_LinkHighlightStartFromQueryContinue,341,,83ba9da6-6abf-4439-8465-820cadb119d4
Mshtml_View_LinkHighlightTimerPaint,342,,5edb1b12-c67b-46fb-9bea-ae505c11d885
Mshtml_View_LinkHighlightPointerUpdateCancel,344,,e615b4ac-a820-4580-877c-ce684e476d76
Mshtml_Phone_DoubleTap,345,,dd91b3c2-eaef-4eda-9753-774acb085ed9
Mshtml_EventDebug_XmlHttpRequest_Open,346,,fac2ebdf-fcea-44ff-871f-fe0387d2a523
Mshtml_EventDebug_XmlHttpRequest_Relate,347,,a230f90d-f062-40bc-94be-68718668387d
Mshtml_FormatDetection_TextExtraction,348,,94ebd88b-44a2-4d1f-9db4-c1fb8d87952e
Mshtml_FormatDetection_EntityExtraction,349,,ac313a49-f613-4ef7-96a0-88a65afada91
Mshtml_FormatDetection_EntityHighlighting,350,,4d56aec0-0d35-472f-a6fb-753917a23714
Mshtml_ElementRundown,351,,5ee38653-8c9d-4706-b449-ec40ff991eb5
Mshtml_EventDebug_MediaQuery_Invoke_Callback,352,,36d68ede-24b2-4d0e-b8e7-9cfa368efe38
Mshtml_TouchSelection_GripperShown,353,,e42e454b-a0cd-4994-94ef-06b3d563cb0e
Mshtml_TouchSelection_GripperHidden,354,,1eab1992-89da-4827-9773-dd0ade75abc9
Mshtml_TouchSelection_CaretShown,355,,4afebae7-d830-44b4-b5b8-ffb6c31cb9a4
Mshtml_TouchSelection_CaretHidden,356,,2ce357cc-0c56-4792-9c9c-8b2c5f3649a7
Mshtml_TouchSelection_CaretPlacement,357,,b4e49168-599d-47b0-ab1c-a3bc2adb1f47
Mshtml_TouchSelection_TouchSelectionManipulation_Initiation,358,,195f967f-4a90-465c-af1d-94b49fb163a2
Mshtml_TouchSelection_TouchSelectionManipulation_Completion,359,,9ae17f82-f32b-425a-9995-4ef05615c10c
Mshtml_TravelLogPrerendering,361,,2030f9c6-b73c-4101-b773-c43786e81bde
Mshtml_BFCache,362,,f3fd389a-5ba8-435e-8c03-5868754a1195
Mshtml_Media_TextTrack_Parsing,363,,df2bfcc5-a429-4069-b787-cf12a77cf2a5
Mshtml_CDoc_Navigation,364,,001c34f0-2ad8-4353-95d8-7f2ead39d3d1
Mshtml_WebWorker,365,,78d925b1-e3a1-4f4a-8579-2fcf6927a3c8
Mshtml_MessagePort,366,,18bdb909-5c8e-4ebe-b658-5564171bacf6
Mshtml_RenderTask_ApplyPSP,367,,4e1a5dc8-9331-4254-9b8e-3376be528e3b
Mshtml_CDoc_PrepareForSetVisible,368,,4de4130d-c460-4aab-ad8d-939f0ef4083a
Mshtml_CDoc_OnSuspendDocument,369,,9f22bc55-d072-44f6-a67c-153efcb849b9
Mshtml_CDoc_OnUserVisibilityChanged,370,,dbc0a4ef-6efa-4869-84be-7b28cadbe28e
Mshtml_SetStyle,371,,eaa1611d-56dc-467f-8b4c-3f7fc8423192
Mshtml_CGarbageTracker_CollectGarbage,378,,552698b5-96de-421a-8e1a-a96faa9e85ab
Mshtml_CDoc_HostPaintUpdateNotification,380,,fab96dff-f382-4f84-b8ef-3df5f6407b7d
Mshtml_CDoc_HostPaintUpdateNotification_IgnoredRequest,381,,e5eabcbe-21cc-4455-b617-fc65d970c28c
Mshtml_EventDebug_MutationObserverCallback,382,,84f64a70-83b0-4a77-ba21-42f4f290f415
Mshtml_Generic_Diagnosis,383,,1e8cb4da-8149-4b1b-bb54-232f780fc834
Mshtml_Video_Sizing,384,,4c57790b-f346-46c6-bb11-216bb9ba8255
Mshtml_CDoc_UpdateUnitInfo,385,,eb667ebe-6fab-43e1-a123-b193bcb13fa2
Mshtml_CView_UpdateRootScrollerSizeAndZoom,386,,7d6c549d-bd20-431c-8daf-2d553d8c21e5
Mshtml_CView_SetFixedLayoutWidth,387,,ae123fd8-0a5d-4a9f-9224-a64d4b9b852e
Mshtml_CView_SetViewportMode_FixedLayoutWidth,388,,7a5410bf-e29c-429a-90a2-dba4bf112883
Mshtml_CView_SetViewportMode_VisualHeightExclusion,389,,d4608e1c-1d0f-4ac9-9fe6-8a56bd2ece65
Mshtml_CDMScrollableTouchTarget_OnViewportStatusChanged,390,,7358098e-294a-4a06-b86a-a9a928875ef5
Mshtml_CDMScrollableTouchTarget_BeginInteraction,391,,b7b52b65-7db6-4b65-9e3c-dbdfe3423166
Mshtml_CDMTouchTarget_InputTransform,392,,a41acadf-70bc-46a1-970a-152996e106c0
Mshtml_CDMTouchTarget_DisplayTransform,393,,35ed1b96-fc01-400a-abbb-43d05150e139
Mshtml_IndependentHitTest_HitTestPointer,394,,49fc18b6-ca3c-41a5-88a3-ad9f10661be0
Mshtml_CDMScrollableTouchTargetHandler_ContentState,395,,a891ee36-437f-4c4b-a0b1-4431e4e53acb
Mshtml_CDMScrollableTouchTargetHandler_StartTarget,396,,e9907dbb-826e-4c2c-9f48-e1028b270409
Mshtml_CDMTouchTargetHandler_ApplyViewportStatusChange,397,,dbadbd74-9a7a-4b61-a021-508ac3bbfd24
Mshtml_TouchDiagnosis_GenericInfo_Output,398,,379c1172-a536-4ec2-ac02-4fee6b871351
Mshtml_CDMCrossSlideDraggableTouchTarget_AssignDispLayerImpl,399,,4969251a-baff-4c1d-aa1d-b745291e3add
Mshtml_CDMCrossSlideDraggableTouchTarget_AssignDispLayerWithDragState,400,,fdc51f98-82ec-4973-9f0a-8fb5dc7d16d0
Mshtml_CTouchHelper_OnPointerMessage_StartDoubleTapTimer,414,,99322629-7001-452f-9b3f-cb6dbec4a6a1
Mshtml_CTouchHelper_DoubleTapOnTick_CommitDeferredActionsForDoubleTapZoomCancel,415,,160c0347-bc24-457e-8473-7183b58d3b13
Mshtml_CTouchHelper_PreFilterMessageForCapture_CommitDeferredActionsForDoubleTapZoomCancel,416,,da5a5c66-9f56-428d-bd9f-034d1b7f2d9e
Mshtml_CTouchHelper_PreFilterMessageForCapture_CommitDeferredActionsForDoubleTapZoom,417,,6c8ea67a-879d-4106-9199-36a1600207ce
Mshtml_CDoubleTap_PanAndZoom,418,,ad91a9fd-c86f-4618-9e6e-acbfac8df33e
Mshtml_CDoubleTap_IsDoubleTapAllowed,419,,6b6fea84-67e6-44ef-beb8-17cce71fe3fa
Mshtml_CTouchHelper_IsDoubleClick,420,,e665e2f5-674b-465a-84e1-c322c08df10b
Mshtml_CTouchHelper_HandleTouchMessage_Info,421,,4fc27176-9ef4-4d19-9177-dcadd7d21214
Mshtml_DragAndDrop_Fire_DragEnd,422,,e2584924-ef1b-4023-bb15-f0b2a575eacf
Mshtml_DragAndDrop_Fire_DragEnter,423,,13a4f944-d938-4a89-a154-a60e1d23a505
Mshtml_DragAndDrop_Fire_DragOver,424,,80694e14-552a-4fd0-890e-856a9313ab37
Mshtml_DragAndDrop_Fire_DragStart,425,,77e1309b-c648-42ef-9d83-c2540b575082
Mshtml_DragAndDrop_Fire_Drop,426,,94d113a0-4a4f-4fea-94ea-65cb81618664
Mshtml_DragAndDrop_Fire_Drag,427,,d45c7882-15f5-4e98-bab7-9ad5fb0c7a6a
Mshtml_DragAndDrop_Fire_DragLeave,428,,089429fb-969d-425b-bb38-65a7aee6ed7b
Mshtml_Post_MSManipulationStateChange,429,,00342801-80e8-47ff-9eec-c81fc02dec46
Mshtml_Fire_MSManipulationStateChange,430,,4677c8db-c4c7-4772-8c57-b8dd26850c86
Mshtml_CDragPreview_RenderPreview,431,,0815ea5d-f398-4705-9f7b-327c8e418f09
Mshtml_CDragPreview_Initialize,432,,ccebac4a-93ec-4c6a-86e6-8dcebf5d7518
Mshtml_CDragPreview_CreateSurface,433,,9ca23e08-e4b2-484d-aaca-9553a2d35e72
Mshtml_CDragPreview_Hookup,434,,fbceecf4-4a24-48e6-b417-952078cc43ba
Mshtml_CTouchDragDropHelper_DragInitiated,435,,fd6ac28d-8d57-4646-b899-70e64a213dfb
Mshtml_CTouchDragDropHelper_DragCancelled,436,,95f44252-074e-4f87-88e0-b5818658a301
Mshtml_CTouchDragDropHelper_OnDragging,437,,7133e3b2-addb-4cb7-8204-e4e535df4f09
Mshtml_CTouchDragDropHelper_OnDropped,438,,1d5fd3c6-2ac5-4757-b0cd-be5e9a0a6dd0
Mshtml_CTouchDragDropHelper_Shutdown,439,,2319ed3a-31cb-48f8-9668-21a188231e58
Mshtml_DMTouchTargetHandler_TouchEnd,440,,d3031e7b-a6c1-4b7d-9f25-6e4e7db82a92
Mshtml_WebOCEvents_BeforeNavigate,441,,357330cb-d0de-4574-8794-3903c32999cc
Mshtml_WebOCEvents_BeforeNavigateRefresh,442,,02f0a186-9bbf-46ae-adab-6d71fc7ddd4f
Mshtml_WebOCEvents_NavigateComplete,443,,4d140d9a-5f6f-4f71-8af5-2b4622b8aab2
Mshtml_WebOCEvents_DownloadBegin,444,,b2e86fa5-b398-41dd-a3ae-21fa284a060a
Mshtml_WebOCEvents_DownloadComplete,445,,7dfaefb5-49c3-448a-8f2a-34756f926a39
Mshtml_WebOCEvents_DocumentComplete,446,,09646260-aedd-4a22-acbc-7f6a3a3329f9
Mshtml_WebOCEvents_NavigateError,447,,3acc3cbf-2a90-40a7-b0b9-5f2495744065
Mshtml_WebOCEvents_NavigateRedirected,448,,f49b3b53-c85b-4e90-8392-9aa9bb255e29
Mshtml_WebOCEvents_DelegateNavigate,449,,0cbb5e10-0b2e-4fcd-846f-a2a55759c5a8
Mshtml_WebOCEvents_DOMContentLoaded,450,,07140996-caad-41a1-b0e8-0dc684f6a5a2
Mshtml_MemoryProtector_ReclaimMemoryWithoutProtection,451,,c08c4f5e-4dcb-bfd1-ee96-b68df1c7ab4a
Mshtml_MemoryProtector_SyncMark,452,,bb84d4c3-48f1-9d98-aa78-2b8bdafc9a49
Mshtml_MemoryProtector_ReclaimUnmarked,453,,91b0c262-4a7f-c336-5c03-a18274587d94
Edgehtml_HtmlPopup,454,,1fcb01fb-b490-4c0f-8bf9-6acfbc22375e
Mshtml_CSP_AddPolicy,455,,d4a4f715-06aa-4564-befc-b273a32c0f48
Mshtml_CSP_CheckPolicy,456,,c1b07f81-50f8-4eca-8205-942d93e065ba
EdgeHTML_Webview_AppPermissionResponse,457,,7f7a5362-5fd2-4508-99a4-a2559b0456cb
Mshtml_CrossCDoc_NodeAdoptionAttempt,458,,5e7a4f1e-9ad3-479e-9405-68956ed7c028
Mshtml_Download_Initiator,459,,e1ecb8cb-581b-44c2-8062-0063c38a285d
Mshtml_Ortc_Candidate_Gathering,460,,6acf4d4a-577c-4320-9cef-039b0bbf95c3
Mshtml_Ortc_Connectivity_Check,461,,51f1d8ef-31f0-41f4-bbd2-7a18a5694930
Mshtml_Ortc_Dtls_State,462,,dc0f27a7-a1f1-48be-887c-818827ee8d4e
Mshtml_Ortc_Create_Render_Sample_Queue,463,,4c661eb2-1522-4688-8fc2-ada2f4e80476
Mshtml_Ortc_Render_Sample_Dropped,464,,b1e4443c-321a-40dc-a9ee-e919c22f424f
Mshtml_Ortc_Audio_Render_Sample_Time_Push,465,,b8ad52cd-10f1-4a38-8144-21da91c3f79b
Mshtml_Ortc_Audio_Render_Sample_Time_Pull,466,,dab240c6-39ba-4967-b9d3-ae43403742c6
Mshtml_Ortc_Audio_Render_Sample_Time_Delivery,467,,4c3b1bcc-168a-40ae-9d0e-6742092ef83e
Mshtml_Ortc_Video_Render_Sample_Time_Push,468,,010bd254-e699-440e-b3e7-3c2d3eae6ca4
Mshtml_Ortc_Video_Render_Sample_Time_Pull,469,,0d956746-81f0-43f4-b618-a7165967af6e
Mshtml_Ortc_Video_Render_Sample_Time_Delivery,470,,cc1a4020-c77a-4bf5-a23f-fa466721c041
Mshtml_Generic_Diagnosis_Hr_Error,471,,b91ef46d-b681-4a21-8ae8-fca302f3fc13
Mshtml_Generic_Diagnosis_Win_Error,472,,445bd9dc-6914-4569-b0e8-25f5086ad7b0
Mshtml_Generic_Diagnosis_Trace_Hr_Error,473,,32fdf84c-5301-40b6-94b9-05268be7ddd6
Mshtml_Generic_Diagnosis_Info1,474,,79fc1acf-9b25-4d4e-81b8-3d817f50343f
Mshtml_Generic_Diagnosis_Warn0,475,,d57f4c3e-7f8d-42a6-b17c-226384ff74f4
Mshtml_Generic_Diagnosis_Warn1,476,,60dbc467-8890-42e7-85aa-ad2e04f74e72
Mshtml_Selectors_Api_Query_Selector,477,,8ef2399e-90ed-45f7-b5fa-c2fefcc81c15
Mshtml_Image_Pooling_Budget_Enforce,478,,c7195f2e-fe71-4a06-9b7b-2e8e8c96d447
Mshtml_Ortc_Set_Video_Size_Preference,479,,2d8e9610-9011-4082-987b-5d2bdac64f69
Mshtml_Ortc_Audio_Drift_Render_Sample_Dropped,480,,0b7bc2cc-9be1-49ec-a952-f744016f20da
Mshtml_Ortc_Audio_Clock_Stall_Render_Sample_Dropped,481,,24284c5f-5936-4a80-8d5e-951d9d74a950
Mshtml_Ortc_Capture_Sample_Requested,482,,a2dfb0dc-4867-403b-b087-349788e85a04
Mshtml_Ortc_Capture_Sample_Delivered,483,,6a75bf4f-61b5-4db8-90db-bb50304e1979
Mshtml_Ortc_Capture_Sample_Received,484,,a955e542-0648-440f-851f-f2e571668d19
Mshtml_Ortc_Capture_Sample_Dropped,485,,370184a1-517d-46ac-8529-3903d70cad38
Mshtml_Ortc_Ice_Transport_Stats,486,,87cc3eb2-9504-499d-b978-c09ef9e6399b
Mshtml_Ortc_Sender_Stats,487,,389f18c4-8e28-473d-931f-3a237cfdb3d8
Mshtml_Ortc_Receiver_Stats,488,,88b762c2-9820-47a2-8d85-966559ca2139
Mshtml_Media_Capture_Sample_Requested,489,,45f690eb-c914-4ebe-8445-065b8fcf3ec6
Mshtml_Media_Capture_Sample_Delivered,490,,50d2c08a-0f81-4767-a0b2-006aa0956dee
Mshtml_Media_Capture_Sample_Received,491,,92686016-a981-478e-8d45-5600afe9e9cf
Mshtml_Media_Capture_Sample_Dropped,492,,62338740-8ab6-4c33-a7a9-b999dc3c6669
WebPlatStorageServer,493,,3c0d9fba-177f-4b83-9ad1-19e5abd766a0
Mshtml_AlignedTimer_Processing,494,,9a0b8f97-2f65-44a3-8b34-d97f88041cce
Mshtml_CBase_AddPrivateRef,495,,d2b6faae-edf2-4f8d-ab30-e70d77399545
Mshtml_CBase_ReleasePrivateRef,496,,3d3a150f-4ca9-489f-9c33-e65c1e9e07b3
Mshtml_CBase_AddInternalRef,497,,647e1b8b-5b48-44dd-ba9e-77e77f6f00c1
Mshtml_CBase_ReleaseInternalRef,498,,b695acdf-347b-4610-84af-9bfe731af1ac
Mshtml_CBase_AddSubRef,499,,9323ae71-4268-46bf-ba8c-d12c46ceae1d
Mshtml_CBase_ReleaseSubRef,500,,4160d07f-d742-4ce3-b226-e16466cdb42f
WebPlatStorageServer_Handle,501,,9aae36ca-1b17-4ff5-afb4-015c62742075
WebPlatStorageServer_RPC_Method,502,,1a8f0299-0856-49cd-9f63-37550f613c4f
Mshtml_EventLoop_QueueSentinel,511,,2ad1b503-5caa-411d-af27-1c02cc9eb47a
Mshtml_EventLoop_OnSentinelFired,512,,f9f2de7a-1a25-400c-ba0f-edc2183384b0
Mshtml_EventLoop_RunReadiedTasks,513,,0ec2769c-dd6c-4f62-bf8b-5076a2a1652e
Mshtml_EventLoop_PerformMicrotaskCheckpoint,514,,5c2255c9-796a-4fce-aeb5-1747d1a7e6a2
Mshtml_EventLoop_YieldTaskExecution,515,,303963a9-d113-41f5-83bc-c8f064855733
Mshtml_WebRTC_Ice_Connection_State,516,,15e64d20-9c79-4377-9a45-c5ad344acd5a
Mshtml_WebRTC_Ice_Gathering_State,517,,8cfcc429-7182-43d9-b418-e99a51250f24
Mshtml_WebRTC_Signaling_State,518,,ca309ad0-11a6-4d0c-ba11-5d88afb0f456
Mshtml_WebRTC_Gathered_Ice_Candidate,519,,e347a95c-7a32-457b-ae74-4d56ceef03c3
Mshtml_WebRTC_Add_Ice_Candidate,520,,f0708618-cd3a-4485-b1d7-928bb86c368a
Mshtml_ElementFromPointCache_Hit,521,,6884a442-790a-41ce-b2f8-c06bd0966d8b
Mshtml_ElementFromPointCache_Miss,522,,fc996ae9-66ff-4ae1-8858-f60bd843a7dd
Mshtml_PowerStateController_Register,523,,98a96a22-67cc-46da-99c0-5b95e188063c
Mshtml_PowerStateController_Unregister,524,,a9b1f699-ac50-4480-a516-ebd63ef6d8fb
Mshtml_PowerStateController_Visible,525,,39d4b56a-950a-4300-bc76-2195a1e950cf
Mshtml_PowerStateController_Invisible,526,,d71c5733-3206-40ad-b8cf-a212b6799309
Mshtml_PowerStateController_LowPowerState,527,,3f89c8b4-ea6a-4e10-a849-6160c2eabe48
Mshtml_PowerStateController_NormalPowerState,528,,7e85fc9e-1e59-4d9a-b752-4bd57fd422ee
Mshtml_EventLoop_MessageGroupCallbackRePost,529,,be4cc110-e720-41c1-a9c6-7e86a2d05812
Mshtml_EventLoop_MessageGroupCallbackStop,530,,2090ef8d-df36-467d-ba5f-bb9eac9b607c
Mshtml_EventLoop_MessageGroupEnable,531,,bc7dc648-61b2-4041-967f-a614b8988f7a
Mshtml_EventLoop_MessageGroupAlreadyQueued,532,,919e0ca3-4d96-41a9-b1c0-d6d6163452ac
Mshtml_EventLoop_DriveRegularTasksFromLow,533,,aa42dbb1-12f3-4d1a-93f7-8f3953274afd
Mshtml_EventLoop_DriveRegularTasks,534,,51b5e3d6-92e0-479b-88e9-b06db9340433
JScript_Parse_Script,535,,e228472e-3dd8-455b-88a9-3cce55b28e6d
Mshtml_Canvas_CommandList,536,,a2b9c3e4-70b5-460d-86d1-e1ebedd5f97a
Edgehtml_Extensions_WrxMessage,537,,a75f254e-5003-4d3d-98b1-24ac8be733a0
Mshtml_Container_Size,538,,b53f9cb9-cabe-4ce7-857d-093894d31399
Mshtml_AlignedBeat_Timer_Beat,539,,93b85a9d-6458-427f-8c72-15d7e6ebafe7
Mshtml_AlignedBeat_VSync_Beat,540,,fc46beae-3ebf-4967-9363-a88aa16ad408
Edgehtml_Extensions_Script_Execution,541,,490df4b6-ea47-40ee-b6ba-3ccd13dd83af
UnifiedListView_GroupPopulated,74,,4a247660-9336-4509-a105-e706cab3a514
UnifiedListView_DefaultAction,75,,11813cf1-ec45-4a5d-bc91-cd3451780b0c
UnifiedListView_SwitchMode,76,,0da7c0c0-e36d-448b-95c4-e396849e26a2
WS_ExecuteQuery,77,,04fcc4d0-edba-471c-8edd-a32a2b1712f8
Browseui_CBrowserFrame_OnClose,182,,3bd69470-b5de-4299-b8d2-ef8482e613e1
Shdocvw_BaseBrowser_FireEvent_BeforeNavigate,183,,a85dac1d-8fd8-41e9-a389-ad16541cc45c
Shdocvw_BaseBrowser_FireEvent_DocumentComplete,185,,25dfce47-605a-4df6-83a3-2832854a6396
Shdocvw_BaseBrowser_FireEvent_DownloadBegin,187,,acfb46f4-539f-434f-804a-5f5a660de0a5
Shdocvw_BaseBrowser_FireEvent_DownloadComplete,189,,397f28c9-6ba8-40e9-8227-a9d231b05603
Shdocvw_BaseBrowser_FireEvent_NavigateComplete,191,,7bdcc2fc-6553-4a10-a748-e1af5d6320ae
Shdocvw_BaseBrowser_FireEvent_NavigateError,193,,ab2949e5-3a84-4dd4-8f98-1422671b41d6
Shdocvw_BaseBrowser_FireEvent_NewWindow,195,,8b429e6f-d1a3-46c2-98c0-f5ee3fae541e
Shdocvw_BaseBrowser_FireEvent_Quit,197,,430aec68-a19e-4bac-bdd7-660f50fe7a8d
Shdocvw_BaseBrowser_FireEvent_WindowStateChanged,199,,e2cffdda-d872-487c-bc70-f5c6c2943c97
DLM_Security_AppRep,213,,e723907d-8979-4e4e-aa80-6d66ce331fe7
DLM_DownloadBar_Close,217,,a73fd3f4-66e9-4f1d-ad7d-8dfde6eddc37
Frame_MinIETabBandCreate,219,,0a1dad58-f450-4496-8dad-79871e81335e
Frame_AddFirstTab,339,,e8837931-a75f-41a4-8173-ea687d007777
FindBar_TermChange,343,,82f900ca-3f1f-42a0-9075-19ddbdc4583b
Immersive_Travellog_NavigationComplete_TimeOut,542,,48d9b342-68d2-4dba-bdee-eaa70d117df5
Immersive_Travellog_ScrollComplete_TimeOut,543,,e7dd2bf1-fd5a-4c5c-9a3f-6ef3b45d1591
Immersive_Travellog_ScrollComplete_Fired,544,,890cf38d-6655-46a5-8720-12f385d20a86
